timestep,day,hour_of_day,is_night,p_load_mw,p_solar_mw,p_battery_mw,p_grid_mw,soc,v_min,v_min_measured,v_max,v_mean,line_loading_max,p_loss_mw,converged,v_margin,severity,blackout,risk_score,p_load_lag_1,p_solar_lag_1,p_load_lag_2,p_solar_lag_2,p_load_lag_3,p_solar_lag_3
228,9,12,0,3.420661203365936,2.8364846104522456,2.3126978926754637e-18,0.5841765929136904,0.10000000000000003,0.9588745539725145,0.9556478657582989,1.0952046601362904,1.0024869677814108,29.6278115555773,0.36207800222665965,1,0.028875,NORMAL,0,0.17669932054739074,3.4100051449098934,2.655644430845739,3.4141458498462742,2.1649780195281974,3.338942183102072,1.7007940757783917
229,9,13,0,3.4576673900348385,2.6655383778339368,2.3126978926754637e-18,0.7921290122009017,0.10000000000000003,0.9564134623190446,0.9563698954662566,1.0858898361944822,0.9996364059950111,30.33340497890003,0.3279067813289247,1,0.026413,NORMAL,0,0.1704850209811126,3.420661203365936,2.8364846104522456,3.4100051449098934,2.655644430845739,3.4141458498462742,2.1649780195281974
230,9,14,0,3.452619276276698,2.192171761575319,2.3126978926754637e-18,1.260447514701379,0.10000000000000003,0.9517247492866052,0.9642949288491244,1.0612190385371976,0.9928092196839732,31.670643109478082,0.2429034720246644,1,0.021725,NORMAL,0,0.11327707708504632,3.4576673900348385,2.6655383778339368,3.420661203365936,2.8364846104522456,3.4100051449098934,2.655644430845739
231,9,15,0,3.4665822270568865,1.2745233163094705,2.3126978926754637e-18,2.192058910747416,0.10000000000000003,0.9408732877888945,0.9468390282852004,1.007984594575391,0.9776783131758181,36.94985657302775,0.14014589331371502,1,0.010873,NORMAL,0,0.26691298541079544,3.452619276276698,2.192171761575319,3.4576673900348385,2.6655383778339368,3.420661203365936,2.8364846104522456
232,9,16,0,3.4781808180306624,0.9265142151725,2.3126978926754637e-18,2.5516666028581625,0.10000000000000003,0.936103096124895,0.9371521253374299,1.0,0.971191374086248,39.824750924026866,0.12666054487746695,1,0.006103,MODERATE,0,0.39433469091084095,3.4665822270568865,1.2745233163094705,3.452619276276698,2.192171761575319,3.4576673900348385,2.6655383778339368
233,9,17,0,3.5738348374942754,0.5571772482821374,2.3126978926754637e-18,3.016657589212138,0.10000000000000003,0.9287005073945965,0.9284017087637694,1.0,0.9626260528661461,44.5416921120885,0.13784302044699914,1,-0.001299,HIGH,1,0.5239560124159968,3.4781808180306624,0.9265142151725,3.4665822270568865,1.2745233163094705,3.452619276276698,2.192171761575319
234,9,18,0,3.692152898574313,0.0668226737232512,2.3126978926754637e-18,3.6253302248510617,0.10000000000000003,0.9182603196371368,0.9108159045195409,1.0,0.9503390683161094,51.47282922083387,0.19070742714527883,1,-0.01174,CRITICAL,1,0.7597018717518604,3.5738348374942754,0.5571772482821374,3.4781808180306624,0.9265142151725,3.4665822270568865,1.2745233163094705
235,9,19,0,3.5969102681599687,0.0,2.3126978926754637e-18,3.5969102681599687,0.10000000000000003,0.9160822944627662,0.9203174188568012,1.0,0.9502225081773941,50.820951041365014,0.18905367093639222,1,-0.013918,CRITICAL,1,0.6412870919767517,3.692152898574313,0.0668226737232512,3.5738348374942754,0.5571772482821374,3.4781808180306624,0.9265142151725
236,9,20,1,3.53704975338396,0.0,2.3126978926754637e-18,3.53704975338396,0.10000000000000003,0.9175921326465768,0.9191211175002649,1.0,0.9511141023606342,49.92651031341853,0.18235594983417508,1,-0.012408,CRITICAL,1,0.6576260621685881,3.5969102681599687,0.0,3.692152898574313,0.0668226737232512,3.5738348374942754,0.5571772482821374
237,9,21,1,3.422959290441306,0.0,2.3126978926754637e-18,3.422959290441306,0.10000000000000003,0.9204574313973296,0.9113567802193674,1.0,0.9528065505933494,48.227006333567715,0.16997303334950697,1,-0.009543,HIGH,1,0.7537276738213573,3.53704975338396,0.0,3.5969102681599687,0.0,3.692152898574313,0.0668226737232512
